Date,o
2019-11-05,"{'h': 46.32104662626201, 'l': 24.5194509128603, 'v': 32.963834438526256}"
2019-11-06,"{'h': 46.30534476798833, 'l': 24.57802241906712, 'v': 32.86097507107473}"
2019-11-07,"{'h': 46.28786744624186, 'l': 24.63783600798838, 'v': 32.61960832062103}"
2019-11-08,"{'h': 46.271400352813686, 'l': 24.688089373859654, 'v': 31.82459033497544}"
2019-11-09,"{'h': 46.26237398075579, 'l': 24.716424387488324, 'v': 31.234175826918232}"
2019-11-10,"{'h': 46.246506285639285, 'l': 24.762373685403446, 'v': 31.474386189324594}"
2019-11-11,"{'h': 46.217862986454534, 'l': 24.832571303072907, 'v': 31.219480636272984}"
2019-11-12,"{'h': 46.17844429775177, 'l': 24.92087478258739, 'v': 31.01831744820318}"
2019-11-13,"{'h': 46.13431145177056, 'l': 25.017706736272572, 'v': 31.113624474336575}"
2019-11-14,"{'h': 46.09041411147953, 'l': 25.11185517740751, 'v': 30.873598978370595}"
2019-11-15,"{'h': 46.04529766622217, 'l': 25.20490530448555, 'v': 30.47598024337853}"
2019-11-16,"{'h': 46.000360321754805, 'l': 25.295464725454927, 'v': 30.205812385351194}"
2019-11-17,"{'h': 45.960290989314274, 'l': 25.377959735308185, 'v': 30.325087131015707}"
2019-11-18,"{'h': 45.93407319818652, 'l': 25.430651984378038, 'v': 29.3456784897468}"
2019-11-19,"{'h': 45.92876931195196, 'l': 25.441472395219357, 'v': 28.471310358487404}"
2019-11-20,"{'h': 45.92847511548612, 'l': 25.44207414695211, 'v': 28.240471022400985}"
2019-11-21,"{'h': 45.93633669081335, 'l': 25.42654548194895, 'v': 27.483227158493968}"
2019-11-22,"{'h': 45.956013898701734, 'l': 25.389925836549672, 'v': 26.29957128772428}"
2019-11-23,"{'h': 45.988836681003356, 'l': 25.32719652020041, 'v': 25.937442313260263}"
2019-11-24,"{'h': 46.02531016844728, 'l': 25.258154950693566, 'v': 25.632578986253215}"
2019-11-25,"{'h': 46.07690603188785, 'l': 25.159411041666353, 'v': 24.965119347963526}"
2019-11-26,"{'h': 46.124671612764324, 'l': 25.0600191566459, 'v': 25.544723233477296}"
2019-11-27,"{'h': 46.17123475072455, 'l': 24.943288833281102, 'v': 25.914971288898368}"
2019-11-28,"{'h': 46.20209449382013, 'l': 24.834484881825546, 'v': 26.870284131469138}"
2019-11-29,"{'h': 46.223310089286954, 'l': 24.727871045020553, 'v': 27.21702219767223}"
2019-11-30,"{'h': 46.2220960387142, 'l': 24.620313729662087, 'v': 27.376381748125713}"
2019-12-01,"{'h': 46.228074802771474, 'l': 24.493767539889916, 'v': 26.385564402470052}"
2019-12-02,"{'h': 46.23759168570807, 'l': 24.364496114109016, 'v': 26.184608160064844}"
2019-12-03,"{'h': 46.269340122982605, 'l': 24.248041971317853, 'v': 26.244682385362907}"
2019-12-04,"{'h': 46.30213115017087, 'l': 24.128097147081952, 'v': 26.03848010225398}"
2019-12-05,"{'h': 46.31455777546671, 'l': 24.00474171843484, 'v': 26.23779695558564}"
2019-12-06,"{'h': 46.32234486026168, 'l': 23.888374189116718, 'v': 26.505883385505886}"
2019-12-07,"{'h': 46.32528446100798, 'l': 23.782090488827123, 'v': 26.941325007232013}"
2019-12-08,"{'h': 46.33312132605381, 'l': 23.676021302471895, 'v': 26.84174132340742}"
2019-12-09,"{'h': 46.347665072856955, 'l': 23.57236566954444, 'v': 26.76030934269301}"
2019-12-10,"{'h': 46.362536419724435, 'l': 23.454916386989822, 'v': 26.122425323276758}"
2019-12-11,"{'h': 46.381738778400525, 'l': 23.33094123501973, 'v': 25.718606966102737}"
2019-12-12,"{'h': 46.398259699707296, 'l': 23.20831349582774, 'v': 25.7344605588699}"
2019-12-13,"{'h': 46.384593716080545, 'l': 23.091568017553584, 'v': 25.95380114134046}"
2019-12-14,"{'h': 46.371364657291544, 'l': 22.97243436588561, 'v': 25.751938844535733}"
2019-12-15,"{'h': 46.36555573124285, 'l': 22.848645706549963, 'v': 25.490243214966736}"
2019-12-16,"{'h': 46.35942029019536, 'l': 22.723696256803365, 'v': 25.34891828006312}"
2019-12-17,"{'h': 46.371708854953326, 'l': 22.581419259653586, 'v': 24.485081480007736}"
2019-12-18,"{'h': 46.37786822691517, 'l': 22.43754932301259, 'v': 24.306589651910876}"
2019-12-19,"{'h': 46.362490027599286, 'l': 22.323195146695134, 'v': 25.60085618304572}"
2019-12-20,"{'h': 46.351829908077946, 'l': 22.20793723946467, 'v': 25.51390629025524}"
2019-12-21,"{'h': 46.365322940368884, 'l': 22.0973837189989, 'v': 25.53559769133184}"
2019-12-22,"{'h': 46.38133471999316, 'l': 21.994595687498602, 'v': 25.707721349219092}"
2019-12-23,"{'h': 46.39041538020543, 'l': 21.913680573203997, 'v': 26.75220711917043}"
2019-12-24,"{'h': 46.402337287333104, 'l': 21.819341789765424, 'v': 26.05728278294516}"
2019-12-25,"{'h': 46.4158466076216, 'l': 21.7215308188685, 'v': 25.807764902833114}"
2019-12-26,"{'h': 46.43095495701377, 'l': 21.627773882167215, 'v': 25.834448483062335}"
2019-12-27,"{'h': 46.44600194666275, 'l': 21.534274342175895, 'v': 25.78804363223319}"
2019-12-28,"{'h': 46.45756154906188, 'l': 21.44754359588667, 'v': 26.133076252506548}"
2019-12-29,"{'h': 46.46618812705437, 'l': 21.362841380450398, 'v': 26.28734243094522}"
2019-12-30,"{'h': 46.473854953248384, 'l': 21.276085687437863, 'v': 26.186959532263195}"
2019-12-31,"{'h': 46.48110653182394, 'l': 21.182713951399275, 'v': 25.85993103623812}"
2020-01-01,"{'h': 46.47823263646493, 'l': 21.086165844750106, 'v': 25.85095842148441}"
2020-01-02,"{'h': 46.46389297871397, 'l': 20.983043830220186, 'v': 25.476510237911157}"
2020-01-03,"{'h': 46.44202374160213, 'l': 20.887952984727093, 'v': 25.849357653950086}"
2020-01-04,"{'h': 46.421488526387606, 'l': 20.798432497409223, 'v': 26.1297568451507}"
2020-01-05,"{'h': 46.3973338684367, 'l': 20.71592799299703, 'v': 26.49614731104749}"
2020-01-06,"{'h': 46.364040382814956, 'l': 20.63506893190877, 'v': 26.48159684973665}"
2020-01-07,"{'h': 46.311732020350725, 'l': 20.54735343687276, 'v': 25.64955169925968}"
2020-01-08,"{'h': 46.18370901806597, 'l': 20.509507665032203, 'v': 26.842475105307106}"
2020-01-09,"{'h': 46.04628329140342, 'l': 20.465676363270838, 'v': 25.89257310794282}"
2020-01-10,"{'h': 45.89984285737896, 'l': 20.428193940781764, 'v': 25.904102688482922}"
2020-01-11,"{'h': 45.703938730943875, 'l': 20.429957344088418, 'v': 26.637665031204467}"
2020-01-12,"{'h': 45.32965107206481, 'l': 20.553194320103565, 'v': 26.650928814995297}"
2020-01-13,"{'h': 45.0543534421776, 'l': 20.610452568010416, 'v': 26.6769055565398}"
2020-01-14,"{'h': 44.79677284951848, 'l': 20.675017645885298, 'v': 28.199422047702605}"
2020-01-15,"{'h': 44.527025255866064, 'l': 20.75664413449771, 'v': 28.873641568597055}"
2020-01-16,"{'h': 44.28775279254979, 'l': 20.81718800696583, 'v': 28.613626466673892}"
2020-01-17,"{'h': 44.12744236156304, 'l': 20.836534039491525, 'v': 29.193797771743476}"
2020-01-18,"{'h': 44.004033791262415, 'l': 20.83838177219657, 'v': 29.365358978223966}"
2020-01-19,"{'h': 43.7951929565207, 'l': 20.889646130344225, 'v': 29.25598276101823}"
2020-01-20,"{'h': 43.54167754122895, 'l': 20.964853735948864, 'v': 28.62307445297148}"
2020-01-21,"{'h': 43.35291712164741, 'l': 21.0008881846074, 'v': 28.711913495110235}"
2020-01-22,"{'h': 43.14602646349955, 'l': 21.044549506628172, 'v': 28.239300764457433}"
2020-01-23,"{'h': 42.9463542318375, 'l': 21.07713401590433, 'v': 27.51916331206837}"
2020-01-24,"{'h': 42.69815734528272, 'l': 21.140651107984304, 'v': 27.312729116091127}"
2020-01-25,"{'h': 42.36803845425962, 'l': 21.26128782413956, 'v': 27.130630612220088}"
2020-01-26,"{'h': 42.02284825961713, 'l': 21.399003987531437, 'v': 27.459723174151826}"
2020-01-27,"{'h': 41.80049006539711, 'l': 21.46247774642798, 'v': 28.332613532959023}"
2020-01-28,"{'h': 41.589242708237435, 'l': 21.530432865188804, 'v': 29.350581245856613}"
2020-01-29,"{'h': 41.399755997054, 'l': 21.594085112878442, 'v': 30.248822807968647}"
2020-01-30,"{'h': 41.264293828420605, 'l': 21.626861471142817, 'v': 30.375886626762327}"
2020-01-31,"{'h': 41.16659174258215, 'l': 21.639498297282636, 'v': 30.346089474608814}"
2020-02-01,"{'h': 41.07661997131771, 'l': 21.64940613950287, 'v': 30.417047034626865}"
2020-02-02,"{'h': 41.037458638806456, 'l': 21.640146220680954, 'v': 30.42829393128058}"
2020-02-03,"{'h': 40.98065135785337, 'l': 21.63582954182361, 'v': 30.346702344562992}"
2020-02-04,"{'h': 40.89335014728254, 'l': 21.641125080631184, 'v': 29.91132273859457}"
2020-02-05,"{'h': 40.793403695543965, 'l': 21.658385925328638, 'v': 30.51316866758054}"
2020-02-06,"{'h': 40.70403196662919, 'l': 21.67841691730899, 'v': 31.50453176787531}"
2020-02-07,"{'h': 40.62415299990284, 'l': 21.69633704277293, 'v': 31.822023336737686}"
2020-02-08,"{'h': 40.566597519524855, 'l': 21.704674644093714, 'v': 31.849111883687296}"
2020-02-09,"{'h': 40.53360429615938, 'l': 21.708267797470135, 'v': 32.58948364351457}"
2020-02-10,"{'h': 40.48427220772506, 'l': 21.715850934299944, 'v': 32.22621129303219}"
2020-02-11,"{'h': 40.44767567117911, 'l': 21.719772822223398, 'v': 32.3642590145253}"
2020-02-12,"{'h': 40.42471806577705, 'l': 21.723817609032608, 'v': 33.47324341983339}"
2020-02-13,"{'h': 40.412097647642575, 'l': 21.72510137858967, 'v': 33.370573550274464}"
2020-02-14,"{'h': 40.39717699035803, 'l': 21.726723475211095, 'v': 33.30477346342419}"
2020-02-15,"{'h': 40.38133572729854, 'l': 21.727842760613363, 'v': 33.00962655027139}"
2020-02-16,"{'h': 40.344611313141044, 'l': 21.731561404705616, 'v': 32.25004452629568}"
2020-02-17,"{'h': 40.29057788300234, 'l': 21.738288064487115, 'v': 31.64433315096554}"
2020-02-18,"{'h': 40.21313825541976, 'l': 21.75790977387122, 'v': 31.99196106289001}"
2020-02-19,"{'h': 40.12001887696997, 'l': 21.79121596811008, 'v': 32.83925219488597}"
2020-02-20,"{'h': 40.01117012155855, 'l': 21.82300379715507, 'v': 31.248534340070872}"
2020-02-21,"{'h': 39.82777915775935, 'l': 21.90277786899578, 'v': 31.442827107155864}"
2020-02-22,"{'h': 39.626417249549604, 'l': 21.993546302752918, 'v': 31.178292255240095}"
2020-02-23,"{'h': 39.42792279922681, 'l': 22.088524430457802, 'v': 31.805015843591573}"
2020-02-24,"{'h': 39.20981119021157, 'l': 22.195917664508546, 'v': 31.50690343497862}"
2020-02-25,"{'h': 38.97769567234508, 'l': 22.309226938775012, 'v': 30.853490177598488}"
2020-02-26,"{'h': 38.759011627538534, 'l': 22.40194511067152, 'v': 29.416360279595374}"
2020-02-27,"{'h': 38.56066403919786, 'l': 22.473691736486472, 'v': 28.54484662235029}"
2020-02-28,"{'h': 38.358408016530504, 'l': 22.545468812554038, 'v': 28.147891522107336}"
2020-02-29,"{'h': 38.17524388248434, 'l': 22.604972303226834, 'v': 28.087078094986968}"
2020-03-01,"{'h': 38.05527583032607, 'l': 22.62157582573144, 'v': 27.756312624667526}"
2020-03-02,"{'h': 37.96835756113397, 'l': 22.626276168959393, 'v': 28.350390211941992}"
2020-03-03,"{'h': 37.868268766704745, 'l': 22.639640023487885, 'v': 28.438906110449807}"
2020-03-04,"{'h': 37.76145679238048, 'l': 22.65596909566674, 'v': 28.287354783332404}"
2020-03-05,"{'h': 37.65405334693266, 'l': 22.68064029023553, 'v': 29.05255953620242}"
2020-03-06,"{'h': 37.51855222290802, 'l': 22.725384883863804, 'v': 29.301674544152693}"
2020-03-07,"{'h': 37.36368926251545, 'l': 22.782046842642142, 'v': 29.14195126990891}"
2020-03-08,"{'h': 37.25353136649225, 'l': 22.796443095901104, 'v': 27.621455590462134}"
2020-03-09,"{'h': 37.17177474101605, 'l': 22.768737795158735, 'v': 25.41520499610742}"
2020-03-10,"{'h': 37.072963138475444, 'l': 22.753964755869863, 'v': 25.590799756516827}"
2020-03-11,"{'h': 36.98288696855637, 'l': 22.72971257887929, 'v': 25.19660765998747}"
2020-03-12,"{'h': 36.94401359993892, 'l': 22.619193216964515, 'v': 21.492722672629093}"
2020-03-13,"{'h': 36.993459874285065, 'l': 22.364655603898203, 'v': 16.793594246879298}"
2020-03-14,"{'h': 37.03691912470783, 'l': 22.12360575479812, 'v': 17.091539190164056}"
2020-03-15,"{'h': 37.0912086574507, 'l': 21.87174951218551, 'v': 16.734210550988653}"
2020-03-16,"{'h': 37.20318066110669, 'l': 21.567443000952608, 'v': 15.642836537524477}"
2020-03-17,"{'h': 37.286628183625425, 'l': 21.30342602321672, 'v': 16.508984368433495}"
2020-03-18,"{'h': 37.36419789121092, 'l': 21.042324408523555, 'v': 16.3467651811011}"
2020-03-19,"{'h': 37.39845201244461, 'l': 20.83766725376866, 'v': 17.759090733890584}"
2020-03-20,"{'h': 37.369322355790025, 'l': 20.70384991998204, 'v': 19.5958049338508}"
2020-03-21,"{'h': 37.299618880409696, 'l': 20.58412730555433, 'v': 18.967021906632553}"
2020-03-22,"{'h': 37.22370527725195, 'l': 20.468298075349637, 'v': 18.871312715319807}"
2020-03-23,"{'h': 37.14896951454491, 'l': 20.350345435503847, 'v': 18.693057954311964}"
2020-03-24,"{'h': 37.041842061842246, 'l': 20.279287996532823, 'v': 20.220479041959635}"
2020-03-25,"{'h': 36.95454567135701, 'l': 20.197380831881453, 'v': 20.224812720572864}"
2020-03-26,"{'h': 36.86350901049001, 'l': 20.119443696220053, 'v': 20.247351818948214}"
2020-03-27,"{'h': 36.77972716261567, 'l': 20.03964248679604, 'v': 20.322353037348147}"
2020-03-28,"{'h': 36.72039397976011, 'l': 19.924775822124317, 'v': 18.987960808229243}"
2020-03-29,"{'h': 36.67656522452559, 'l': 19.796624077747857, 'v': 18.648607746581412}"
2020-03-30,"{'h': 36.610133174660966, 'l': 19.69098559851031, 'v': 19.10872846003471}"
2020-03-31,"{'h': 36.59854336489611, 'l': 19.494795290518766, 'v': 15.82039874968981}"
2020-04-01,"{'h': 36.591874925744634, 'l': 19.28780846627838, 'v': 15.29424262167817}"
2020-04-02,"{'h': 36.559629079705104, 'l': 19.116828102142684, 'v': 16.24520488950761}"
2020-04-03,"{'h': 36.52147642015763, 'l': 18.95616375891378, 'v': 16.499417109302165}"
2020-04-04,"{'h': 36.482043768785985, 'l': 18.796154943262465, 'v': 16.384899496933045}"
2020-04-05,"{'h': 36.43733043935126, 'l': 18.642471998324375, 'v': 16.45169387977944}"
2020-04-06,"{'h': 36.392189446612235, 'l': 18.50099904020436, 'v': 17.01120699868442}"
2020-04-07,"{'h': 36.31930049288169, 'l': 18.383200650496462, 'v': 17.337192168204034}"
2020-04-08,"{'h': 36.25275326800064, 'l': 18.262618689921993, 'v': 17.299638541040203}"
2020-04-09,"{'h': 36.18826104440358, 'l': 18.14204394730652, 'v': 17.275544548783913}"
2020-04-10,"{'h': 36.14171274403368, 'l': 17.99936286214404, 'v': 16.50733798969234}"
2020-04-11,"{'h': 36.131333419102674, 'l': 17.834386609831174, 'v': 16.251069985243284}"
2020-04-12,"{'h': 36.17147957521564, 'l': 17.656329016614595, 'v': 16.412549458047206}"
2020-04-13,"{'h': 36.22607680097024, 'l': 17.46779004278732, 'v': 15.954570620348244}"
2020-04-14,"{'h': 36.28032521230177, 'l': 17.290053752918595, 'v': 16.209507815370806}"
2020-04-15,"{'h': 36.3314672073062, 'l': 17.110552550468576, 'v': 16.04388591897832}"
2020-04-16,"{'h': 36.378209327331234, 'l': 16.940549160640888, 'v': 16.278496989142532}"
2020-04-17,"{'h': 36.416139942545364, 'l': 16.783373340583687, 'v': 16.67192078894609}"
2020-04-18,"{'h': 36.439318573143964, 'l': 16.633377693115875, 'v': 16.861244698801908}"
2020-04-19,"{'h': 36.46310887339904, 'l': 16.486435536565292, 'v': 16.900910369255566}"
2020-04-20,"{'h': 36.49085951582203, 'l': 16.33509008971201, 'v': 16.62949245690319}"
2020-04-21,"{'h': 36.52693289418641, 'l': 16.17511843284582, 'v': 16.18112330842983}"
2020-04-22,"{'h': 36.557320076622524, 'l': 16.02529119310701, 'v': 16.493746534332125}"
2020-04-23,"{'h': 36.57983043317471, 'l': 15.89441268899524, 'v': 17.19949886396247}"
2020-04-24,"{'h': 36.59295190674389, 'l': 15.776501520573696, 'v': 17.727979102491524}"
2020-04-25,"{'h': 36.59912953392851, 'l': 15.65991701563699, 'v': 17.735006376489714}"
2020-04-26,"{'h': 36.59792710184861, 'l': 15.54765367583681, 'v': 17.85914732179389}"
2020-04-27,"{'h': 36.58357713614322, 'l': 15.443765233775633, 'v': 18.1344783047439}"
2020-04-28,"{'h': 36.575129637890186, 'l': 15.341316857396187, 'v': 18.196278538478474}"
2020-04-29,"{'h': 36.55773155533673, 'l': 15.261413189889407, 'v': 19.361254479643414}"
2020-04-30,"{'h': 36.52797413970429, 'l': 15.207959483116888, 'v': 20.969714333197533}"
2020-05-01,"{'h': 36.499943815734866, 'l': 15.152105194261724, 'v': 20.768224924204283}"
2020-05-02,"{'h': 36.47163736011683, 'l': 15.099903690887784, 'v': 20.988042030412995}"
2020-05-03,"{'h': 36.44917028493312, 'l': 15.051133948164638, 'v': 21.219131644581992}"
2020-05-04,"{'h': 36.42935478173011, 'l': 14.99603711045446, 'v': 20.72504398108479}"
2020-05-05,"{'h': 36.409697791725065, 'l': 14.946647896525539, 'v': 21.088639652790903}"
2020-05-06,"{'h': 36.38845382926515, 'l': 14.904415028056512, 'v': 21.60092131835449}"
2020-05-07,"{'h': 36.36364422408762, 'l': 14.87138279985621, 'v': 22.358045861612815}"
2020-05-08,"{'h': 36.33107897134011, 'l': 14.849505588659625, 'v': 23.409063571910657}"
2020-05-09,"{'h': 36.29830287474029, 'l': 14.82448584316715, 'v': 23.046346477835307}"
2020-05-10,"{'h': 36.28418926060172, 'l': 14.771163918802085, 'v': 20.610672844011923}"
2020-05-11,"{'h': 36.27806621663076, 'l': 14.721373975095956, 'v': 20.615763428468043}"
2020-05-12,"{'h': 36.26093141680873, 'l': 14.671009297229451, 'v': 20.780308538614445}"
2020-05-13,"{'h': 36.17482502288057, 'l': 14.646221219914777, 'v': 21.383653498033866}"
2020-05-14,"{'h': 36.104109934419476, 'l': 14.56330800977662, 'v': 17.476968581660664}"
2020-05-15,"{'h': 36.02808322353204, 'l': 14.479406468311977, 'v': 17.1647070365615}"
2020-05-16,"{'h': 35.95742894466542, 'l': 14.390812429215606, 'v': 16.947950858368444}"
2020-05-17,"{'h': 35.89158333010796, 'l': 14.306947294628191, 'v': 17.326544223542605}"
2020-05-18,"{'h': 35.823245167130324, 'l': 14.22817209623744, 'v': 17.515355943988528}"
2020-05-19,"{'h': 35.75346722800495, 'l': 14.149790390386169, 'v': 17.423899527732793}"
2020-05-20,"{'h': 35.67348579708118, 'l': 14.077368645769392, 'v': 17.427297259272308}"
2020-05-21,"{'h': 35.60123897787103, 'l': 13.992145339544374, 'v': 16.740030314625447}"
2020-05-22,"{'h': 35.52529970413474, 'l': 13.905458736733527, 'v': 16.44618956336775}"
2020-05-23,"{'h': 35.44049222961701, 'l': 13.826359750462599, 'v': 16.573188359661167}"
2020-05-24,"{'h': 35.35662895098147, 'l': 13.74600550345855, 'v': 16.439222507115527}"
2020-05-25,"{'h': 35.28061328829704, 'l': 13.654956844656489, 'v': 15.913176171972557}"
2020-05-26,"{'h': 35.216961840848235, 'l': 13.560000669394931, 'v': 15.963828063939465}"
2020-05-27,"{'h': 35.15947523502574, 'l': 13.467046141468307, 'v': 16.190062452006345}"
2020-05-28,"{'h': 35.09100389295834, 'l': 13.387494256961256, 'v': 16.67206353187984}"
2020-05-29,"{'h': 35.022695412994715, 'l': 13.313211510409488, 'v': 16.960357984733783}"
2020-05-30,"{'h': 34.95488556983427, 'l': 13.241985113488946, 'v': 17.114693440104578}"
2020-05-31,"{'h': 34.883020799731796, 'l': 13.17459312798627, 'v': 17.18794891382161}"
2020-06-01,"{'h': 34.81327755937302, 'l': 13.1080216296969, 'v': 17.242125113556508}"
2020-06-02,"{'h': 34.74848328306778, 'l': 13.040886992213585, 'v': 17.283088864521908}"
2020-06-03,"{'h': 34.69222178411574, 'l': 12.960734042445123, 'v': 16.564367513301438}"
2020-06-04,"{'h': 34.63038600780838, 'l': 12.887239156592575, 'v': 16.792020915024686}"
2020-06-05,"{'h': 34.582327419702374, 'l': 12.810402727020483, 'v': 16.85617672193752}"
2020-06-06,"{'h': 34.546921630905715, 'l': 12.72797716571822, 'v': 16.68817534859571}"
2020-06-07,"{'h': 34.51356658189615, 'l': 12.645547231267601, 'v': 16.661972676382373}"
2020-06-08,"{'h': 34.48755759605908, 'l': 12.564910707211903, 'v': 16.81867616921662}"
2020-06-09,"{'h': 34.47375200341886, 'l': 12.483862929250835, 'v': 16.81423422759637}"
2020-06-10,"{'h': 34.46177944963204, 'l': 12.405797445357853, 'v': 16.933638545280502}"
2020-06-11,"{'h': 34.45324565007518, 'l': 12.325263586534298, 'v': 16.725813148211017}"
2020-06-12,"{'h': 34.45236245370917, 'l': 12.23990800703082, 'v': 16.341241761014476}"
2020-06-13,"{'h': 34.44562616974659, 'l': 12.154738571601447, 'v': 16.35415129428232}"
2020-06-14,"{'h': 34.43476370820693, 'l': 12.06964313771782, 'v': 16.319181746569477}"
2020-06-15,"{'h': 34.4148789502562, 'l': 11.981180613405954, 'v': 16.03555590520977}"
2020-06-16,"{'h': 34.38665192878811, 'l': 11.901797926614428, 'v': 16.456051371710757}"
2020-06-17,"{'h': 34.355675899328794, 'l': 11.823095997484685, 'v': 16.408585889219683}"
2020-06-18,"{'h': 34.33578891003762, 'l': 11.742470559937619, 'v': 16.334321718646684}"
2020-06-19,"{'h': 34.31791219379657, 'l': 11.660663528313247, 'v': 16.216233373521888}"
2020-06-20,"{'h': 34.298891812068454, 'l': 11.578721047689422, 'v': 16.14839615016798}"
2020-06-21,"{'h': 34.28070078814538, 'l': 11.498597188323306, 'v': 16.206991773335414}"
2020-06-22,"{'h': 34.258479380148934, 'l': 11.421978258329196, 'v': 16.353763156529187}"
2020-06-23,"{'h': 34.232110847968556, 'l': 11.347163763009437, 'v': 16.387580635492494}"
2020-06-24,"{'h': 34.20141260530288, 'l': 11.269448793192325, 'v': 16.10000375895155}"
2020-06-25,"{'h': 34.17327623459867, 'l': 11.18661140683596, 'v': 15.744365617349677}"
2020-06-26,"{'h': 34.145652595371104, 'l': 11.103151572991846, 'v': 15.651962035525557}"
2020-06-27,"{'h': 34.125276990079335, 'l': 11.017526586237182, 'v': 15.52236611863353}"
2020-06-28,"{'h': 34.10892554142682, 'l': 10.93094368312776, 'v': 15.42517178990911}"
2020-06-29,"{'h': 34.09073195185082, 'l': 10.846976681312727, 'v': 15.51840141976698}"
2020-06-30,"{'h': 34.06884286025282, 'l': 10.764982960973983, 'v': 15.565519947666145}"
2020-07-01,"{'h': 34.0477244724308, 'l': 10.684909447186142, 'v': 15.632748683549616}"
2020-07-02,"{'h': 34.02891654848361, 'l': 10.604411171197404, 'v': 15.559623221372668}"
2020-07-03,"{'h': 34.01234173604338, 'l': 10.52054959337822, 'v': 15.305279254122034}"
2020-07-04,"{'h': 34.00321948459036, 'l': 10.437683981005133, 'v': 15.286295097396998}"
2020-07-05,"{'h': 33.99529258632433, 'l': 10.35471834081667, 'v': 15.217335806461632}"
2020-07-06,"{'h': 33.972447309978634, 'l': 10.275982198734853, 'v': 15.442714340294891}"
2020-07-07,"{'h': 33.94890341760552, 'l': 10.19998190861805, 'v': 15.559488041263766}"
2020-07-08,"{'h': 33.92371347649304, 'l': 10.126307780247169, 'v': 15.649190742995405}"
2020-07-09,"{'h': 33.89601176693303, 'l': 10.052944876451113, 'v': 15.60126001361301}"
2020-07-10,"{'h': 33.85599916133836, 'l': 9.979114185565361, 'v': 15.36787747112838}"
2020-07-11,"{'h': 33.82344897010584, 'l': 9.90508579981249, 'v': 15.399425084405745}"
2020-07-12,"{'h': 33.79282512995049, 'l': 9.831720592295522, 'v': 15.40886013560076}"
2020-07-13,"{'h': 33.76061385820097, 'l': 9.76028003129542, 'v': 15.46926520810007}"
2020-07-14,"{'h': 33.728525570818654, 'l': 9.688264386414877, 'v': 15.377650405947497}"
2020-07-15,"{'h': 33.6912323325038, 'l': 9.618148567277457, 'v': 15.392170507279845}"
2020-07-16,"{'h': 33.65183818079134, 'l': 9.547061909476438, 'v': 15.239261479597504}"
2020-07-17,"{'h': 33.612717703361525, 'l': 9.476662653120641, 'v': 15.234986153702557}"
2020-07-18,"{'h': 33.57658802427996, 'l': 9.40670168586476, 'v': 15.250866402492402}"
2020-07-19,"{'h': 33.54007790749675, 'l': 9.336337175430574, 'v': 15.163495699744882}"
2020-07-20,"{'h': 33.50700822916497, 'l': 9.266484609161584, 'v': 15.184285777834242}"
2020-07-21,"{'h': 33.467448561610766, 'l': 9.201542287218887, 'v': 15.399158704260811}"
2020-07-22,"{'h': 33.42472762720186, 'l': 9.13425290871037, 'v': 15.128725553408085}"
2020-07-23,"{'h': 33.3787578933333, 'l': 9.061648590836553, 'v': 14.638742136810585}"
2020-07-24,"{'h': 33.33196130118716, 'l': 8.989767894413445, 'v': 14.613867992811402}"
2020-07-25,"{'h': 33.294467023272276, 'l': 8.917737989342788, 'v': 14.697133400706774}"
2020-07-26,"{'h': 33.2382838180284, 'l': 8.855471069737446, 'v': 14.997462620385239}"
2020-07-27,"{'h': 33.19049510807286, 'l': 8.802993889396648, 'v': 15.865984078308262}"
2020-07-28,"{'h': 33.13943750315693, 'l': 8.76242083815632, 'v': 16.741037072857942}"
2020-07-29,"{'h': 33.077306501101646, 'l': 8.727032961192359, 'v': 16.88577712927934}"
2020-07-30,"{'h': 33.014364985133014, 'l': 8.69121614063615, 'v': 16.775095162512066}"
2020-07-31,"{'h': 32.94986841942206, 'l': 8.659190161104846, 'v': 17.02465103231429}"
2020-08-01,"{'h': 32.859771549024565, 'l': 8.64402768034657, 'v': 17.673486932125776}"
2020-08-02,"{'h': 32.756637610736604, 'l': 8.63126840818708, 'v': 17.284320523852205}"
2020-08-03,"{'h': 32.65711553864787, 'l': 8.616170070754857, 'v': 17.15158551457792}"
2020-08-04,"{'h': 32.545366916678546, 'l': 8.607654625572053, 'v': 17.16739105653024}"
2020-08-05,"{'h': 32.42868786210889, 'l': 8.605381200994433, 'v': 17.470111063496685}"
2020-08-06,"{'h': 32.31286464913882, 'l': 8.607756139691631, 'v': 17.911155333730722}"
2020-08-07,"{'h': 32.20793159300726, 'l': 8.604951317071126, 'v': 17.84928657776518}"
2020-08-08,"{'h': 32.10000336247209, 'l': 8.60291720729534, 'v': 17.71567946401434}"
2020-08-09,"{'h': 31.999741422924963, 'l': 8.59735748609576, 'v': 17.65713468978648}"
2020-08-10,"{'h': 31.911595424921504, 'l': 8.589849276502452, 'v': 17.95374255239157}"
2020-08-11,"{'h': 31.825841776180294, 'l': 8.578783721142603, 'v': 17.630808705985725}"
2020-08-12,"{'h': 31.74217560853746, 'l': 8.564514010168251, 'v': 17.337042750501542}"
2020-08-13,"{'h': 31.6518199341822, 'l': 8.552759859169901, 'v': 17.24874063879084}"
2020-08-14,"{'h': 31.544251769866214, 'l': 8.552228347546324, 'v': 17.52264593900243}"
2020-08-15,"{'h': 31.414752049640832, 'l': 8.565618117431951, 'v': 17.739586211881544}"
