Date,o
2020-08-16,"{'h': 31.26344266165048, 'l': 8.591375180259325, 'v': 17.693590291670994}"
2020-08-17,"{'h': 31.107355037801227, 'l': 8.622992796918162, 'v': 17.928885907720602}"
2020-08-18,"{'h': 30.950082028008097, 'l': 8.657674843782607, 'v': 18.08699318174049}"
2020-08-19,"{'h': 30.788035869510733, 'l': 8.690633495388187, 'v': 17.508296345447892}"
2020-08-20,"{'h': 30.623268012222578, 'l': 8.725650545394945, 'v': 17.453213203141395}"
2020-08-21,"{'h': 30.45794770861103, 'l': 8.760832383843798, 'v': 17.332855828293308}"
2020-08-22,"{'h': 30.300666752156836, 'l': 8.78867880898919, 'v': 16.967869607714317}"
2020-08-23,"{'h': 30.125882895774147, 'l': 8.828240328369525, 'v': 16.990934967344902}"
2020-08-24,"{'h': 29.921556587895328, 'l': 8.889015925073107, 'v': 17.149460650352022}"
2020-08-25,"{'h': 29.704269089529827, 'l': 8.95660389774886, 'v': 16.852070767762992}"
2020-08-26,"{'h': 29.4819851879513, 'l': 9.02684715044536, 'v': 16.645046995484737}"
2020-08-27,"{'h': 29.23241458266383, 'l': 9.115883520927078, 'v': 16.536060162939126}"
2020-08-28,"{'h': 28.988928582671456, 'l': 9.203485688407858, 'v': 16.637828041872947}"
2020-08-29,"{'h': 28.735679007149294, 'l': 9.300281099605426, 'v': 16.718842582066316}"
2020-08-30,"{'h': 28.4385762303775, 'l': 9.430784519094116, 'v': 16.813307691523427}"
2020-08-31,"{'h': 28.13814821847874, 'l': 9.553435148022851, 'v': 15.592835253271693}"
2020-09-01,"{'h': 27.840221742247955, 'l': 9.654000230737479, 'v': 13.568634111809086}"
2020-09-02,"{'h': 27.547460577767335, 'l': 9.748139104361282, 'v': 13.147397464589847}"
2020-09-03,"{'h': 27.280553221280186, 'l': 9.816354241277269, 'v': 12.380822569179214}"
2020-09-04,"{'h': 27.036639193829664, 'l': 9.858993404594813, 'v': 11.516846737667489}"
2020-09-05,"{'h': 26.77704673654688, 'l': 9.910058747059047, 'v': 11.139249581034967}"
2020-09-06,"{'h': 26.477492269283793, 'l': 9.991360402551607, 'v': 11.013971017833722}"
2020-09-07,"{'h': 26.231443970748515, 'l': 10.034180673883476, 'v': 10.925731619730433}"
2020-09-08,"{'h': 25.9710582302774, 'l': 10.088651062477664, 'v': 10.85129191946397}"
2020-09-09,"{'h': 25.713361415878705, 'l': 10.14239871726257, 'v': 10.78337629386091}"
2020-09-10,"{'h': 25.421050995764368, 'l': 10.224739640707448, 'v': 10.808066176645852}"
2020-09-11,"{'h': 25.132917457629716, 'l': 10.304327756666867, 'v': 10.652361217454928}"
2020-09-12,"{'h': 24.863120061300037, 'l': 10.371237968428943, 'v': 10.564771720838317}"
2020-09-13,"{'h': 24.641867528377787, 'l': 10.403928298017577, 'v': 10.560139946233626}"
2020-09-14,"{'h': 24.44539851664558, 'l': 10.421200080821261, 'v': 10.625123729498267}"
2020-09-15,"{'h': 24.2551956130919, 'l': 10.437621847613903, 'v': 10.769777846003526}"
2020-09-16,"{'h': 24.061671620878624, 'l': 10.457660360595685, 'v': 10.738530171837645}"
2020-09-17,"{'h': 23.87555375566881, 'l': 10.472671750578456, 'v': 10.64566510196282}"
2020-09-18,"{'h': 23.6616406333572, 'l': 10.508902783757117, 'v': 10.582181298646885}"
2020-09-19,"{'h': 23.437769024153802, 'l': 10.55358161838101, 'v': 10.51962865249929}"
2020-09-20,"{'h': 23.214767027371174, 'l': 10.597258797863745, 'v': 10.35487305334292}"
2020-09-21,"{'h': 22.95446443798135, 'l': 10.668086084688545, 'v': 10.105029279700235}"
2020-09-22,"{'h': 22.676255264877103, 'l': 10.751854663201424, 'v': 9.857615085015496}"
2020-09-23,"{'h': 22.39475301486096, 'l': 10.83989141862589, 'v': 9.795401810741323}"
2020-09-24,"{'h': 22.173023295673996, 'l': 10.88297497001528, 'v': 9.756838810704087}"
2020-09-25,"{'h': 22.030087145724963, 'l': 10.871174551102705, 'v': 9.941548109946133}"
2020-09-26,"{'h': 21.87544412235382, 'l': 10.869260207080947, 'v': 9.935063017226424}"
2020-09-27,"{'h': 21.731338943629435, 'l': 10.860239124105544, 'v': 9.883981490008317}"
2020-09-28,"{'h': 21.696005331071028, 'l': 10.780558457586224, 'v': 9.991294764856624}"
2020-09-29,"{'h': 21.73469278859355, 'l': 10.672363325055985, 'v': 9.842826746106606}"
2020-09-30,"{'h': 21.769317011693232, 'l': 10.565209333572405, 'v': 9.838562351774913}"
2020-10-01,"{'h': 21.804711525667464, 'l': 10.460967221817073, 'v': 9.849450772878667}"
2020-10-02,"{'h': 21.848260881400428, 'l': 10.357133320829012, 'v': 9.61438201201505}"
2020-10-03,"{'h': 21.886642104540034, 'l': 10.249379054398478, 'v': 9.571680039340805}"
2020-10-04,"{'h': 21.923775823868475, 'l': 10.144821575644087, 'v': 9.604389238506114}"
2020-10-05,"{'h': 21.946061452399203, 'l': 10.041707258121, 'v': 9.676221834654264}"
2020-10-06,"{'h': 21.940668280574588, 'l': 9.94794433884659, 'v': 9.680195823948667}"
2020-10-07,"{'h': 21.944289326604945, 'l': 9.850959200595184, 'v': 9.630612684527295}"
2020-10-08,"{'h': 21.946328129810865, 'l': 9.757284835080089, 'v': 9.707756484402111}"
2020-10-09,"{'h': 21.94673723831076, 'l': 9.668742296996275, 'v': 9.879714995920096}"
2020-10-10,"{'h': 21.916393956749083, 'l': 9.598046662858987, 'v': 10.116587472063268}"
2020-10-11,"{'h': 21.884294760971034, 'l': 9.529027491505147, 'v': 10.112976007384047}"
2020-10-12,"{'h': 21.849275072916058, 'l': 9.463304092529974, 'v': 10.173043115933105}"
2020-10-13,"{'h': 21.81112879321074, 'l': 9.399915469642146, 'v': 10.16886277803367}"
2020-10-14,"{'h': 21.795960977096314, 'l': 9.326547302720813, 'v': 10.134362504652813}"
2020-10-15,"{'h': 21.784567672421716, 'l': 9.25288969702471, 'v': 10.143516709511447}"
2020-10-16,"{'h': 21.76514053613548, 'l': 9.182209868224657, 'v': 10.098031951406206}"
2020-10-17,"{'h': 21.782183598725865, 'l': 9.107659511082971, 'v': 10.069669294559795}"
2020-10-18,"{'h': 21.800574299420745, 'l': 9.03759439371349, 'v': 10.1268009542184}"
2020-10-19,"{'h': 21.811004056309038, 'l': 8.967199438605569, 'v': 10.248685067544628}"
2020-10-20,"{'h': 21.816171891668695, 'l': 8.901801222920014, 'v': 10.476379076712467}"
2020-10-21,"{'h': 21.81707339899596, 'l': 8.846678463663347, 'v': 10.962774303992855}"
2020-10-22,"{'h': 21.813588576250584, 'l': 8.799501432495564, 'v': 11.385508488463458}"
2020-10-23,"{'h': 21.80472264840801, 'l': 8.751580629992707, 'v': 11.332533964141367}"
2020-10-24,"{'h': 21.79173957581634, 'l': 8.704543528186328, 'v': 11.33517472839919}"
2020-10-25,"{'h': 21.778752676625587, 'l': 8.65765117143014, 'v': 11.311712946346256}"
2020-10-26,"{'h': 21.765441639829756, 'l': 8.61133800341447, 'v': 11.313124067633373}"
2020-10-27,"{'h': 21.757835740042452, 'l': 8.569525648672071, 'v': 11.56551253672206}"
2020-10-28,"{'h': 21.751833536798028, 'l': 8.529063209782361, 'v': 11.604605771829386}"
2020-10-29,"{'h': 21.744955184841388, 'l': 8.486328100510917, 'v': 11.451203335238924}"
2020-10-30,"{'h': 21.74107904402073, 'l': 8.445807094252892, 'v': 11.514855912479383}"
2020-10-31,"{'h': 21.73349479161227, 'l': 8.40892327665005, 'v': 11.762700814240418}"
2020-11-01,"{'h': 21.72722423414142, 'l': 8.371815168930148, 'v': 11.706019399903496}"
2020-11-02,"{'h': 21.719462235344444, 'l': 8.332312544062702, 'v': 11.552034622700388}"
2020-11-03,"{'h': 21.707640753838646, 'l': 8.292921890837379, 'v': 11.550707315833607}"
2020-11-04,"{'h': 21.692342435162512, 'l': 8.257384976339587, 'v': 11.77772138140923}"
2020-11-05,"{'h': 21.67388031843428, 'l': 8.231447856567227, 'v': 12.460986719196184}"
2020-11-06,"{'h': 21.6570588901762, 'l': 8.213077963783139, 'v': 13.110360352686689}"
2020-11-07,"{'h': 21.644502165457702, 'l': 8.192112867957626, 'v': 12.828941254028976}"
2020-11-08,"{'h': 21.629106843469664, 'l': 8.169221936031564, 'v': 12.665121142922711}"
2020-11-09,"{'h': 21.605650651020966, 'l': 8.148680148240379, 'v': 12.799700839973761}"
2020-11-10,"{'h': 21.575247863627183, 'l': 8.129090395320132, 'v': 12.728725071088776}"
2020-11-11,"{'h': 21.544240530302677, 'l': 8.111277633889898, 'v': 12.852996901015901}"
2020-11-12,"{'h': 21.511036078568267, 'l': 8.096593718442692, 'v': 13.070310603632107}"
2020-11-13,"{'h': 21.473505248881317, 'l': 8.085723299974793, 'v': 13.294353489259283}"
2020-11-14,"{'h': 21.43460131767754, 'l': 8.07268155922264, 'v': 13.001711342885478}"
2020-11-15,"{'h': 21.375280364330884, 'l': 8.067708983520093, 'v': 12.931901574723154}"
2020-11-16,"{'h': 21.280568457416653, 'l': 8.085074217149167, 'v': 13.235047004681354}"
2020-11-17,"{'h': 21.190090400795512, 'l': 8.105495992813774, 'v': 13.762596828550782}"
2020-11-18,"{'h': 21.095041914133624, 'l': 8.134355237344591, 'v': 14.369117817306352}"
2020-11-19,"{'h': 20.992522063285627, 'l': 8.167578856454314, 'v': 14.289508470754495}"
2020-11-20,"{'h': 20.90253722154651, 'l': 8.196495663026946, 'v': 14.618240464436505}"
2020-11-21,"{'h': 20.803161955104365, 'l': 8.232899294694231, 'v': 14.791476175304306}"
2020-11-22,"{'h': 20.6867229318608, 'l': 8.27793629170742, 'v': 14.46071869531686}"
2020-11-23,"{'h': 20.54590444484682, 'l': 8.339721205823615, 'v': 14.454688571834769}"
2020-11-24,"{'h': 20.368547812414473, 'l': 8.429807135516217, 'v': 14.681993297936062}"
2020-11-25,"{'h': 20.20064018466895, 'l': 8.515609765844182, 'v': 14.835846736079452}"
2020-11-26,"{'h': 20.098469325043407, 'l': 8.54591407628293, 'v': 13.424017925332446}"
2020-11-27,"{'h': 19.99402247903479, 'l': 8.575129307932578, 'v': 13.092601992571213}"
2020-11-28,"{'h': 19.883401538350203, 'l': 8.610595667304842, 'v': 13.2648504073824}"
2020-11-29,"{'h': 19.753875866096283, 'l': 8.663233684305077, 'v': 13.694887972664931}"
2020-11-30,"{'h': 19.71888730161993, 'l': 8.666945671952378, 'v': 14.349310898755062}"
2020-12-01,"{'h': 19.690382136037794, 'l': 8.669929570852211, 'v': 14.612580368331814}"
2020-12-02,"{'h': 19.662839480469515, 'l': 8.670350033325878, 'v': 14.235731548906987}"
2020-12-03,"{'h': 19.630252266066307, 'l': 8.674043170301037, 'v': 14.437136480737538}"
2020-12-04,"{'h': 19.593289604073725, 'l': 8.678592620822029, 'v': 14.274034796829604}"
2020-12-05,"{'h': 19.55670341496256, 'l': 8.681895093518605, 'v': 14.095527886273853}"
2020-12-06,"{'h': 19.52018461086946, 'l': 8.685885423362489, 'v': 14.174449834350602}"
2020-12-07,"{'h': 19.494559722232736, 'l': 8.686053179723892, 'v': 14.194317087093465}"
2020-12-08,"{'h': 19.472070909087737, 'l': 8.684211660304186, 'v': 14.013156306897027}"
2020-12-09,"{'h': 19.44572785111972, 'l': 8.67997012802064, 'v': 13.51472933450473}"
2020-12-10,"{'h': 19.421085107551093, 'l': 8.67537229474758, 'v': 13.515164822947035}"
2020-12-11,"{'h': 19.4023782655246, 'l': 8.667276809086491, 'v': 13.23294340321436}"
2020-12-12,"{'h': 19.38375680704556, 'l': 8.661761570391246, 'v': 13.550158346511274}"
2020-12-13,"{'h': 19.36380795663236, 'l': 8.659429630883007, 'v': 13.961983459862457}"
2020-12-14,"{'h': 19.337100858208814, 'l': 8.65933725220093, 'v': 13.992115821317256}"
2020-12-15,"{'h': 19.3066215669651, 'l': 8.661825359733378, 'v': 14.161239613607183}"
2020-12-16,"{'h': 19.276663417725175, 'l': 8.667178009830756, 'v': 14.654143525850166}"
2020-12-17,"{'h': 19.264346124536004, 'l': 8.671628867493983, 'v': 16.401305361227106}"
2020-12-18,"{'h': 19.25255259290811, 'l': 8.676045077430704, 'v': 16.504392944438955}"
2020-12-19,"{'h': 19.24330126852597, 'l': 8.67969085246282, 'v': 16.72253392951925}"
2020-12-20,"{'h': 19.246044293538517, 'l': 8.678753125853262, 'v': 16.744897353600557}"
2020-12-21,"{'h': 19.242122639379048, 'l': 8.680099566789023, 'v': 16.534499592653887}"
2020-12-22,"{'h': 19.234964557422085, 'l': 8.682508996119704, 'v': 16.381311459309607}"
2020-12-23,"{'h': 19.234449556513432, 'l': 8.682687019917356, 'v': 16.65447763749558}"
2020-12-24,"{'h': 19.229836326488496, 'l': 8.684152870190433, 'v': 16.347234701196044}"
2020-12-25,"{'h': 19.228737155360268, 'l': 8.684552968186626, 'v': 16.74876885601347}"
2020-12-26,"{'h': 19.24179026434551, 'l': 8.679063727943811, 'v': 17.5706211018393}"
2020-12-27,"{'h': 19.278170673225087, 'l': 8.661149999366195, 'v': 18.78030657547701}"
2020-12-28,"{'h': 19.314717441474226, 'l': 8.643877706172663, 'v': 18.653260653771177}"
2020-12-29,"{'h': 19.351589028108762, 'l': 8.627830615644699, 'v': 18.423691371671246}"
2020-12-30,"{'h': 19.408143363704248, 'l': 8.600695914163468, 'v': 19.296114705708078}"
2020-12-31,"{'h': 19.47323585947238, 'l': 8.568792153479212, 'v': 19.638055254957074}"
2021-01-01,"{'h': 19.539150081592723, 'l': 8.538040106604072, 'v': 19.55177342972985}"
2021-01-02,"{'h': 19.61743537364023, 'l': 8.49778476912794, 'v': 20.25904682884804}"
2021-01-03,"{'h': 19.742389514310688, 'l': 8.427123322077504, 'v': 21.83785525122141}"
2021-01-04,"{'h': 19.83048700662289, 'l': 8.382124001137203, 'v': 20.644138855836815}"
2021-01-05,"{'h': 19.918959179459065, 'l': 8.337928731732646, 'v': 20.643923716683553}"
2021-01-06,"{'h': 20.050496813699763, 'l': 8.265994831357702, 'v': 22.108769536743097}"
2021-01-07,"{'h': 20.221173717503103, 'l': 8.166934374259636, 'v': 23.368636443863245}"
2021-01-08,"{'h': 20.406230233343813, 'l': 8.057618012250781, 'v': 23.927778539715014}"
2021-01-09,"{'h': 20.589318878831378, 'l': 7.950705166936567, 'v': 24.005160652827648}"
2021-01-10,"{'h': 20.747655739230197, 'l': 7.864426780580114, 'v': 23.305851163187885}"
2021-01-11,"{'h': 20.815651556504136, 'l': 7.838946853237333, 'v': 19.995954610465393}"
2021-01-12,"{'h': 20.89190487632139, 'l': 7.809651603031517, 'v': 20.347768996669366}"
2021-01-13,"{'h': 20.966477657304164, 'l': 7.782441668800875, 'v': 20.258650793846947}"
2021-01-14,"{'h': 21.095920559250185, 'l': 7.722604638827254, 'v': 22.385758987149075}"
2021-01-15,"{'h': 21.20313842902414, 'l': 7.6769697097342355, 'v': 21.676695487860812}"
2021-01-16,"{'h': 21.296285521392768, 'l': 7.6400978054401225, 'v': 21.19303875511787}"
2021-01-17,"{'h': 21.36895988372521, 'l': 7.61493179624087, 'v': 20.383583996868637}"
2021-01-18,"{'h': 21.444850832610562, 'l': 7.588767365325631, 'v': 20.532275018383448}"
2021-01-19,"{'h': 21.531046673473295, 'l': 7.558850799630732, 'v': 20.933206770905525}"
2021-01-20,"{'h': 21.590386035047594, 'l': 7.543778773252802, 'v': 19.713028617034237}"
2021-01-21,"{'h': 21.626311677362516, 'l': 7.53955189347389, 'v': 18.3872120600623}"
2021-01-22,"{'h': 21.651343607337843, 'l': 7.537846273361608, 'v': 17.775345326599393}"
2021-01-23,"{'h': 21.67750996002425, 'l': 7.535331309436397, 'v': 17.924626917383144}"
2021-01-24,"{'h': 21.70075537132458, 'l': 7.533343151421938, 'v': 17.77491607158232}"
2021-01-25,"{'h': 21.732238658832344, 'l': 7.529031015745021, 'v': 18.318375196698177}"
2021-01-26,"{'h': 21.75510331687584, 'l': 7.528561322221931, 'v': 17.607373923168858}"
2021-01-27,"{'h': 21.769519793532655, 'l': 7.529651270004064, 'v': 16.950067528300806}"
2021-01-28,"{'h': 21.7859982162414, 'l': 7.530439784134075, 'v': 17.135553819475984}"
2021-01-29,"{'h': 21.823978314674854, 'l': 7.524728489931764, 'v': 18.6961456312148}"
2021-01-30,"{'h': 21.847157119309117, 'l': 7.524400997216303, 'v': 17.662781597827504}"
2021-01-31,"{'h': 21.86486069058958, 'l': 7.525241715484643, 'v': 17.246599462160237}"
2021-02-01,"{'h': 21.88406492089504, 'l': 7.526550354635432, 'v': 17.290548425222195}"
2021-02-02,"{'h': 21.908726600626782, 'l': 7.526754350574202, 'v': 17.721553720753892}"
2021-02-03,"{'h': 21.94392797490679, 'l': 7.523756700207925, 'v': 18.471238793865442}"
2021-02-04,"{'h': 21.982702686014257, 'l': 7.520126524608046, 'v': 18.67794925050385}"
2021-02-05,"{'h': 22.01731566850322, 'l': 7.517988268619105, 'v': 18.431758427836712}"
2021-02-06,"{'h': 22.064938140539276, 'l': 7.509655503801304, 'v': 19.32812942608632}"
2021-02-07,"{'h': 22.101174030870894, 'l': 7.507593957354354, 'v': 18.546159941874993}"
2021-02-08,"{'h': 22.154901094661078, 'l': 7.502177204728261, 'v': 19.46977325321955}"
2021-02-09,"{'h': 22.248042462034434, 'l': 7.477282401747166, 'v': 21.43852443203726}"
2021-02-10,"{'h': 22.320579456896514, 'l': 7.463210843460953, 'v': 20.543677058293095}"
2021-02-11,"{'h': 22.38672268334843, 'l': 7.450384143660176, 'v': 20.329115285498826}"
2021-02-12,"{'h': 22.45467689334335, 'l': 7.431021095899777, 'v': 20.725100301760328}"
2021-02-13,"{'h': 22.5045918786185, 'l': 7.415844744015102, 'v': 20.214900411905216}"
2021-02-14,"{'h': 22.55848378527616, 'l': 7.398211339630775, 'v': 20.511627356612767}"
2021-02-15,"{'h': 22.605302000469074, 'l': 7.384631515911439, 'v': 20.098934309870316}"
2021-02-16,"{'h': 22.655968081073915, 'l': 7.368220080873696, 'v': 20.45011558902392}"
2021-02-17,"{'h': 22.71486232427555, 'l': 7.344887064279627, 'v': 21.229609592881662}"
2021-02-18,"{'h': 22.779453194788612, 'l': 7.320547973823253, 'v': 21.30949852952157}"
2021-02-19,"{'h': 22.851295451055105, 'l': 7.293233725195841, 'v': 21.604386278486043}"
2021-02-20,"{'h': 22.938439979120144, 'l': 7.257577086255129, 'v': 22.316179968963045}"
2021-02-21,"{'h': 23.02278805300418, 'l': 7.22221058141642, 'v': 22.368267968029226}"
2021-02-22,"{'h': 23.079089570897317, 'l': 7.200313571028279, 'v': 21.351606084230518}"
2021-02-23,"{'h': 23.092934119894217, 'l': 7.197003953907641, 'v': 18.902779765391468}"
2021-02-24,"{'h': 23.111797588407114, 'l': 7.192381775887847, 'v': 19.139808513324756}"
2021-02-25,"{'h': 23.13004805351469, 'l': 7.188128801921695, 'v': 19.056883803928827}"
2021-02-26,"{'h': 23.126938375173747, 'l': 7.188576200068518, 'v': 17.6875145329794}"
2021-02-27,"{'h': 23.128812348415003, 'l': 7.188344455779541, 'v': 17.795031601213303}"
2021-02-28,"{'h': 23.12424654231678, 'l': 7.188294099802813, 'v': 16.875426543006707}"
2021-03-01,"{'h': 23.12975231111534, 'l': 7.18784745109233, 'v': 17.754652647598444}"
2021-03-02,"{'h': 23.134655881513503, 'l': 7.187221257216277, 'v': 17.950383591213132}"
2021-03-03,"{'h': 23.14305451612539, 'l': 7.185641638931258, 'v': 18.421487844568095}"
2021-03-04,"{'h': 23.14592532002964, 'l': 7.185235744812344, 'v': 17.940081270204757}"
2021-03-05,"{'h': 23.138062621416445, 'l': 7.185975678848579, 'v': 17.21660945002502}"
2021-03-06,"{'h': 23.12951526447764, 'l': 7.187026069968024, 'v': 17.33729659980461}"
2021-03-07,"{'h': 23.13423737098767, 'l': 7.186441913516137, 'v': 17.922091351262242}"
2021-03-08,"{'h': 23.142250582188947, 'l': 7.185330525824071, 'v': 18.143395554062398}"
2021-03-09,"{'h': 23.16536940991102, 'l': 7.18041458895864, 'v': 19.1531449139573}"
2021-03-10,"{'h': 23.19664546707537, 'l': 7.174003716742302, 'v': 19.454388102515452}"
2021-03-11,"{'h': 23.22997532812287, 'l': 7.1668238213593, 'v': 19.6059315337948}"
2021-03-12,"{'h': 23.260679013892393, 'l': 7.160075411064914, 'v': 19.544988197865326}"
2021-03-13,"{'h': 23.303494587998095, 'l': 7.149934158673146, 'v': 20.119502939156753}"
2021-03-14,"{'h': 23.357716766023756, 'l': 7.136002550313274, 'v': 20.67410396206396}"
2021-03-15,"{'h': 23.39354117323939, 'l': 7.130353779767727, 'v': 19.553623829947952}"
2021-03-16,"{'h': 23.417038223245147, 'l': 7.128228532856387, 'v': 18.775008351314288}"
2021-03-17,"{'h': 23.443295864228787, 'l': 7.125069515716982, 'v': 19.028704966490096}"
2021-03-18,"{'h': 23.477851133814003, 'l': 7.118850235417689, 'v': 19.646906620115352}"
2021-03-19,"{'h': 23.51796716314511, 'l': 7.117293462563854, 'v': 19.448760900999027}"
2021-03-20,"{'h': 23.56424076339038, 'l': 7.129834337644349, 'v': 19.45008164438583}"
2021-03-21,"{'h': 23.602108512823122, 'l': 7.149372455613447, 'v': 18.887984204773325}"
2021-03-22,"{'h': 23.635521130955652, 'l': 7.178788843526592, 'v': 18.663723173746988}"
2021-03-23,"{'h': 23.656153105847306, 'l': 7.221817094431557, 'v': 17.88286931732969}"
2021-03-24,"{'h': 23.675222789047965, 'l': 7.270979566654205, 'v': 17.96246512336571}"
2021-03-25,"{'h': 23.682153436703345, 'l': 7.322311404784088, 'v': 16.84021959636011}"
2021-03-26,"{'h': 23.690460170838335, 'l': 7.375954588110105, 'v': 17.120723365830838}"
2021-03-27,"{'h': 23.702714752017457, 'l': 7.43163998910768, 'v': 17.64529013713348}"
2021-03-28,"{'h': 23.714474581595283, 'l': 7.489086474825312, 'v': 17.704007823406798}"
2021-03-29,"{'h': 23.729055487348276, 'l': 7.546613526750116, 'v': 18.018861944425662}"
2021-03-30,"{'h': 23.746809824104922, 'l': 7.60693196662417, 'v': 18.459638880524942}"
2021-03-31,"{'h': 23.763688005459947, 'l': 7.669517000821516, 'v': 18.511093276076007}"
2021-04-01,"{'h': 23.780829363535275, 'l': 7.732846348152517, 'v': 18.607210486866137}"
2021-04-02,"{'h': 23.79536750255112, 'l': 7.7962224593403775, 'v': 18.416548749868525}"
2021-04-03,"{'h': 23.806006291236077, 'l': 7.858229885028501, 'v': 18.034399283311572}"
2021-04-04,"{'h': 23.810959235192446, 'l': 7.921473735939789, 'v': 17.558209658603495}"
2021-04-05,"{'h': 23.815855668521248, 'l': 7.987192065251471, 'v': 17.707141366011363}"
2021-04-06,"{'h': 23.81776481796989, 'l': 8.054699344235143, 'v': 17.523824141878237}"
2021-04-07,"{'h': 23.814312091309965, 'l': 8.123326626527641, 'v': 17.037084215756902}"
2021-04-08,"{'h': 23.807363968191602, 'l': 8.195401668801452, 'v': 16.867564968887752}"
2021-04-09,"{'h': 23.798298019195336, 'l': 8.273613539542337, 'v': 17.019621454162316}"
2021-04-10,"{'h': 23.787634834454874, 'l': 8.358387400487711, 'v': 17.26868270550608}"
2021-04-11,"{'h': 23.774841312241975, 'l': 8.445400935009511, 'v': 17.217403041631183}"
2021-04-12,"{'h': 23.761094469347064, 'l': 8.53444921747291, 'v': 17.28698276755361}"
2021-04-13,"{'h': 23.75121009962503, 'l': 8.621127919000589, 'v': 17.620981290510837}"
2021-04-14,"{'h': 23.74112156799309, 'l': 8.709166636460196, 'v': 17.730081599993195}"
2021-04-15,"{'h': 23.72606007600639, 'l': 8.798860530530694, 'v': 17.34722169838865}"
2021-04-16,"{'h': 23.707927297510995, 'l': 8.886045653755783, 'v': 16.89652923782574}"
2021-04-17,"{'h': 23.684598374569937, 'l': 8.9760454768456, 'v': 16.50991676098216}"
2021-04-18,"{'h': 23.65514220453146, 'l': 9.05729290012577, 'v': 15.017687675944646}"
2021-04-19,"{'h': 23.625139573549788, 'l': 9.139759495962716, 'v': 15.095847258405719}"
2021-04-20,"{'h': 23.590824733155777, 'l': 9.22552395026731, 'v': 14.759343403073116}"
2021-04-21,"{'h': 23.55500953282547, 'l': 9.312220581654099, 'v': 14.659823144989119}"
2021-04-22,"{'h': 23.519150539802713, 'l': 9.39376028533069, 'v': 14.17246030388921}"
2021-04-23,"{'h': 23.486636066817567, 'l': 9.461036197694106, 'v': 13.152365772481469}"
2021-04-24,"{'h': 23.454136801101388, 'l': 9.527226243461232, 'v': 13.049273829042553}"
2021-04-25,"{'h': 23.422102119411157, 'l': 9.590302766288197, 'v': 12.734796798201012}"
2021-04-26,"{'h': 23.386893723477538, 'l': 9.663676044698352, 'v': 13.524244732055635}"
2021-04-27,"{'h': 23.352462577928918, 'l': 9.737880665925822, 'v': 13.857062563804792}"
2021-04-28,"{'h': 23.32100010325438, 'l': 9.806045368479513, 'v': 13.78681025997806}"
2021-04-29,"{'h': 23.289822254145342, 'l': 9.871508452605994, 'v': 13.541499509128275}"
2021-04-30,"{'h': 23.259635893642447, 'l': 9.933890245949861, 'v': 13.392586400030126}"
2021-05-01,"{'h': 23.22709871207599, 'l': 10.003113076605825, 'v': 13.837427686984162}"
2021-05-02,"{'h': 23.194573772877348, 'l': 10.069832713741754, 'v': 13.553832298381561}"
2021-05-03,"{'h': 23.160825479896115, 'l': 10.139588475272301, 'v': 13.744263564443342}"
2021-05-04,"{'h': 23.12949937247698, 'l': 10.200149927789571, 'v': 13.021566461220319}"
2021-05-05,"{'h': 23.097433118706675, 'l': 10.261481957429874, 'v': 12.9962468815599}"
2021-05-06,"{'h': 23.06587471606604, 'l': 10.321602944944045, 'v': 12.983059441572694}"
2021-05-07,"{'h': 23.03763952986526, 'l': 10.374560816164987, 'v': 12.7209535695603}"
2021-05-08,"{'h': 23.01047480423067, 'l': 10.426969749862831, 'v': 13.000799883037864}"
2021-05-09,"{'h': 22.991077652253285, 'l': 10.465062280696312, 'v': 12.832312189602332}"
2021-05-10,"{'h': 22.977731638560535, 'l': 10.491815031801933, 'v': 12.72618222975078}"
2021-05-11,"{'h': 22.96822480896562, 'l': 10.51001243008115, 'v': 12.201590832571686}"
2021-05-12,"{'h': 22.959995409174685, 'l': 10.525595065212404, 'v': 12.070498262431123}"
2021-05-13,"{'h': 22.96814848181984, 'l': 10.511369573322426, 'v': 10.70447102186382}"
2021-05-14,"{'h': 22.975288430175304, 'l': 10.49884934095779, 'v': 10.775095666715917}"
2021-05-15,"{'h': 22.990468423238696, 'l': 10.47230844116406, 'v': 10.429421863688109}"
2021-05-16,"{'h': 23.009914553591564, 'l': 10.438577555011781, 'v': 10.176130191889225}"
2021-05-17,"{'h': 23.039645604382557, 'l': 10.388863774232405, 'v': 9.45293033640003}"
2021-05-18,"{'h': 23.070413056528203, 'l': 10.33712880146647, 'v': 9.418103850450546}"
2021-05-19,"{'h': 23.124539400380847, 'l': 10.24867925971364, 'v': 8.33038102422204}"
2021-05-20,"{'h': 23.172781995901673, 'l': 10.168819551124535, 'v': 8.544308093076019}"
2021-05-21,"{'h': 23.22334044699955, 'l': 10.085850401909674, 'v': 8.310964811002009}"
2021-05-22,"{'h': 23.281853695107586, 'l': 9.99069298823214, 'v': 7.886290758884147}"
2021-05-23,"{'h': 23.3534971100869, 'l': 9.874619445865378, 'v': 7.334708642664331}"
2021-05-24,"{'h': 23.427532746813434, 'l': 9.750027043214141, 'v': 7.40531012672601}"
2021-05-25,"{'h': 23.504418273888195, 'l': 9.615708231533585, 'v': 7.367031892107432}"
2021-05-26,"{'h': 23.574853095949315, 'l': 9.492076722277984, 'v': 7.509272534580698}"
2021-05-27,"{'h': 23.64578003315102, 'l': 9.368066447030387, 'v': 7.3567873383334295}"
