Date,o
2016-08-25,"{'deposit': 2.24979004214253, 'inhouse': 2.40218441341896, 'inter': 0.214642992765173, 'total': 7.6944181321425305, 'withdrawal': 2.82780068381587}"
2016-08-26,"{'deposit': 2.21799063186055, 'inhouse': 2.22578808631548, 'inter': 0.144152572651074, 'total': 7.12812954186055, 'withdrawal': 2.54019825103345}"
2016-08-27,"{'deposit': 1.75944455574521, 'inhouse': 1.97012509656382, 'inter': 0.17198674409348902, 'total': 7.20779262574521, 'withdrawal': 3.30623622934269}"
2016-08-28,"{'deposit': 1.9289688418352902, 'inhouse': 1.40174614566081, 'inter': 0.19131578862161802, 'total': 6.11800615183529, 'withdrawal': 2.59597537571757}"
2016-08-29,"{'deposit': 2.51723698794699, 'inhouse': 2.52492231312255, 'inter': 0.339139030245379, 'total': 9.37602821794699, 'withdrawal': 3.99472988663207}"
2016-08-30,"{'deposit': 2.59058819597568, 'inhouse': 2.5352967870967, 'inter': 0.186989199826423, 'total': 8.02548477597568, 'withdrawal': 2.71261059307688}"
2016-08-31,"{'deposit': 2.19244545217894, 'inhouse': 2.64010649084044, 'inter': 0.223246141330069, 'total': 8.26633134217894, 'withdrawal': 3.21053325782949}"
2016-09-01,"{'deposit': 2.43496486754734, 'inhouse': 2.15486843535126, 'inter': 0.250157144982516, 'total': 8.07886251754734, 'withdrawal': 3.23887206966622}"
2016-09-02,"{'deposit': 2.10388949649054, 'inhouse': 2.01408142486801, 'inter': 0.272098220550322, 'total': 7.23314352649053, 'withdrawal': 2.84307438458167}"
2016-09-03,"{'deposit': 2.2042873180252, 'inhouse': 1.60766801125208, 'inter': 0.49429808362091304, 'total': 8.8473557280252, 'withdrawal': 4.54110231512701}"
2016-09-04,"{'deposit': 2.08075130591703, 'inhouse': 1.54018955815266, 'inter': 0.249128509367075, 'total': 5.94330273591703, 'withdrawal': 2.07323336248026}"
2016-09-05,"{'deposit': 2.84810332851771, 'inhouse': 2.76396001480192, 'inter': 0.20092902371814603, 'total': 8.43131765851771, 'withdrawal': 2.61832529147993}"
2016-09-06,"{'deposit': 2.30441980212975, 'inhouse': 2.3831300884743802, 'inter': 0.20387498000136803, 'total': 7.39927768212975, 'withdrawal': 2.50785281152425}"
2016-09-07,"{'deposit': 2.92362565427986, 'inhouse': 2.30172065204029, 'inter': 0.20397934166609402, 'total': 8.04702009427986, 'withdrawal': 2.6176944462936103}"
2016-09-08,"{'deposit': 2.66361563405359, 'inhouse': 2.22875754287201, 'inter': 0.23324504332433302, 'total': 7.79264325405359, 'withdrawal': 2.66702503380366}"
2016-09-09,"{'deposit': 2.1800762064051202, 'inhouse': 2.92710360110847, 'inter': 0.21663318239207702, 'total': 8.34022519640512, 'withdrawal': 3.01641220649946}"
2016-09-10,"{'deposit': 1.72618114605601, 'inhouse': 1.97219616258196, 'inter': 0.139280735577098, 'total': 5.96738214605601, 'withdrawal': 2.12972410184094}"
2016-09-11,"{'deposit': 1.89049128528336, 'inhouse': 1.47185393770086, 'inter': 0.18539613505149, 'total': 5.92778498528336, 'withdrawal': 2.38004362724765}"
2016-09-12,"{'deposit': 2.01744305439042, 'inhouse': 1.68747538803214, 'inter': 0.197580747923046, 'total': 6.93353245439042, 'withdrawal': 3.03103326404481}"
2016-09-13,"{'deposit': 2.25749134412596, 'inhouse': 2.78370008038338, 'inter': 0.336688021413279, 'total': 10.830774364126, 'withdrawal': 5.45289491820335}"
2016-09-14,"{'deposit': 2.00436159712998, 'inhouse': 2.09293207244944, 'inter': 0.16386710057484402, 'total': 7.03078879712998, 'withdrawal': 2.76962802697572}"
2016-09-15,"{'deposit': 2.23040074367228, 'inhouse': 2.18707092055376, 'inter': 0.22583967258498203, 'total': 8.28984017367228, 'withdrawal': 3.64652883686126}"
2016-09-16,"{'deposit': 2.08149507861807, 'inhouse': 2.53044914015288, 'inter': 0.493543066661341, 'total': 14.4268698586181, 'withdrawal': 9.32138257318578}"
2016-09-17,"{'deposit': 1.80659085497104, 'inhouse': 1.9274640297238799, 'inter': 0.21756732010152902, 'total': 7.49300221497104, 'withdrawal': 3.5413800101746}"
2016-09-18,"{'deposit': 1.8714086976619702, 'inhouse': 1.49047133316652, 'inter': 0.17558874055213602, 'total': 6.11139534766197, 'withdrawal': 2.57392657628134}"
2016-09-19,"{'deposit': 1.9888053661913099, 'inhouse': 2.94655580635004, 'inter': 0.20675738668152902, 'total': 8.60849581619131, 'withdrawal': 3.46637725696843}"
2016-09-20,"{'deposit': 2.68124764581079, 'inhouse': 2.55780216624663, 'inter': 0.19210954966835703, 'total': 8.16382237581079, 'withdrawal': 2.73266301408502}"
2016-09-21,"{'deposit': 2.12560201626716, 'inhouse': 2.33316819073449, 'inter': 0.20858760538829701, 'total': 7.20620839626716, 'withdrawal': 2.5388505838772097}"
2016-09-22,"{'deposit': 2.05586654686033, 'inhouse': 2.19575687525973, 'inter': 0.183908659830281, 'total': 6.74221928686033, 'withdrawal': 2.30668720490999}"
2016-09-23,"{'deposit': 2.02350030903411, 'inhouse': 2.25396147761071, 'inter': 0.212580821797192, 'total': 7.21621718903411, 'withdrawal': 2.7261745805921}"
2016-09-24,"{'deposit': 1.72494243254442, 'inhouse': 1.81621417704521, 'inter': 0.16206826700117902, 'total': 6.43739354254442, 'withdrawal': 2.73416866595361}"
2016-09-25,"{'deposit': 1.55134673576714, 'inhouse': 1.79599103179041, 'inter': 0.11230976702583201, 'total': 5.25048761576714, 'withdrawal': 1.79084008118376}"
